datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
01-03-2014 16.00,274.77,278.66,286.55,278.32,285.05,287.59,283.39,287.72,285.1,263.62,289.87,290.32,295.51,267.62,253.84,277.23,267.24,284.84,278.81,281.96,270.27,287.81,277.15,296.64,277.93,269.24,272.9,271.67,264.3,270.53,289.3386667,293.17,291.5143333,291.781,291.781,294.15
01-03-2014 17.00,274.78,277.84,286.12,278.71,285.58,288.57,285.4,287.96,285.6,262.92,291.13,291.42,296.8,267.3,254.15,276.37,267.6,285.46,280.15,282.53,270.98,288.93,279.14,297.4,278.93,269.93,273.65,272.86,265.5,271.18,287.1843333,292.15,289.8846667,291.968,291.968,292.15
01-03-2014 18.00,274.92,277.37,288.3,278.61,286.09,288.25,286.9,289.16,288.12,266.11,293.4,294.71,299.08,272.95,254.65,277.15,267.55,285.61,281.15,285,271.25,290.48,281.72,299.32,278.72,271.16,274.44,273.64,266.17,273.53,286.852,291.15,289.6525,292.1275,292.1275,291.15
01-03-2014 19.00,274.84,276.97,289.15,278.13,286.36,288.78,288.4,289.09,286.57,266.22,296.26,297.52,300.07,272.75,254.9,276.66,267.75,286.15,281.47,286.64,270.69,291.47,283.43,299.87,279.93,270.52,275.64,274.8,266.32,274.54,284.0903333,290.15,287.557,292.3236667,292.3236667,290.15
01-03-2014 20.00,275.35,276.77,291.01,278.17,287.59,290.15,289.41,290.01,285.63,266.61,299.14,299.81,300.51,272.54,254.77,275.82,267.75,286.61,281.47,287.14,270.25,291.96,285.14,299.86,281.15,270.62,276.24,275.25,267.48,275.12,283.1506667,289.62,286.859,292.4923333,292.4923333,288.15
01-03-2014 21.00,275.8,276.16,291.44,277.4,287.17,290.48,289.9,290.77,285.63,266.07,301.62,299.2,300.18,271.94,254.77,274.98,267.15,287.61,280.81,288.14,270.02,291.96,286,299.15,281.15,270.37,276.24,274.99,268.44,275.19,282.923,289.11,286.8355,292.2855,292.2855,287.15
01-03-2014 22.00,275.63,276.36,291.47,277.18,286.69,289.72,290.15,291.92,284.63,266.75,301.74,298.38,299.86,272.14,254.52,274.16,266.16,287.15,277.11,288.29,269.58,289.97,286.15,298.29,280.33,270.11,276.15,275.12,268.04,274.84,281.746,288.11,285.9126667,292.5793333,292.5793333,286.15
01-03-2014 23.00,275.28,276.16,290.94,277.45,286.16,289.68,289.64,290.17,283.12,265.77,300.41,296.05,298.67,271.94,254.52,272.65,265.56,287.15,274.13,288.29,268.58,288.14,285.58,296.86,279.54,268.29,275.44,274.47,268.02,273.86,281.281,285.15,285.6643333,292.4976667,292.4976667,285.15
02-03-2014 0.00,274.6,275.97,290.43,276.71,285.17,289.61,289.88,289.02,282.12,264.93,298.51,295.61,297.14,271.74,254.02,271.82,264.55,287.15,273.13,286.55,267.81,286.48,282.58,295.86,278.33,267.09,274.64,274.13,267.92,273.81,282.9955,286.15,286.5955,292.808,292.808,286.15
02-03-2014 1.00,274.25,275.77,289.44,277.09,284.06,288.46,288.12,287.62,281.12,264.69,297.14,295.19,295.6,271.34,253.9,271.32,263.75,286.69,272.15,284.98,267.03,285.81,280.58,295.29,278.13,264.67,274.14,274.42,267.74,273.38,281.804,286.15,285.954,292.5956667,292.5956667,286.15
02-03-2014 2.00,273.57,275.56,289.38,277.11,283.79,286.58,286.88,286.63,281.12,264.48,296.34,294.67,294.8,270.74,253.52,270.82,263.34,286.15,271.47,283.49,266.27,285.64,279.43,294.72,277.14,263.09,273.94,274.62,268.28,273.77,282.792,285.15,286.492,292.7753333,292.7753333,285.15
02-03-2014 3.00,274.15,275.56,288.97,277.08,282.58,286.14,285.62,286.32,280.6,263.56,295.93,294.34,294.21,270.55,252.77,270.48,262.95,286.15,270.47,282.64,265.64,285.14,278.44,294,277.65,262.52,273.24,273.81,268.3,273.27,285.2715,287.62,287.534,293.184,293.184,286.15
02-03-2014 4.00,274.37,275.36,288.19,277.22,283.77,285.99,285.14,285.91,280.6,263.56,295.29,294.47,294.17,269.94,252.02,269.66,262.35,286.15,269.81,281.8,265.7,285.13,277.43,293.58,277.65,262.3,272.84,273.82,268.52,272.88,285.7623333,287.11,287.904,293.2873333,293.2873333,285.15
02-03-2014 5.00,273.72,275.36,287.89,278.62,283.07,286.01,284.38,284.31,279.63,263.31,294.95,294.8,294.31,269.14,251.52,269.32,262.35,286.15,269.47,281.31,264.81,284.47,276.43,293.3,277.13,262.27,272.14,273.81,268.4,272.87,287.7446667,288.62,288.778,293.6196667,293.6196667,287.15
02-03-2014 6.00,273.57,274.97,286.91,278.11,283.22,285.76,283.14,284.65,278.63,263.12,294.89,294.55,293.96,268.55,250.77,268.48,261.95,286.15,268.81,280.48,264.25,285.13,276.14,293.44,276.11,261.72,271.47,273.09,267.33,273.13,290.523,291.13,290.898,292.9105,292.9105,290.15
02-03-2014 7.00,273.15,274.76,286.33,277.92,283.3,285.58,282.9,284.48,278.63,262.8,294.26,290.88,293.93,267.74,250.14,268.54,261.74,286.15,268.47,280.48,263.64,284.97,275.57,292.73,275.61,260.89,271.92,272.73,266.04,273.27,292.24,294.13,291.3566667,293.59,293.59,293.15
02-03-2014 8.00,272.94,274.56,285.93,278.12,283.44,285.44,281.88,283.92,278.63,262.61,294.11,287.17,293.9,267.14,249.52,267.32,261.35,287.15,267.49,281.16,262.48,284.8,274.99,292.31,272.89,260.27,272.54,273.31,263.81,273.28,294.753,296.62,293.0613333,293.228,293.228,295.15
02-03-2014 9.00,273.52,274.56,285.6,278.3,283.84,285.53,281.89,284.07,278.12,262.58,293.95,280.45,294.03,266.33,249.15,266.32,261.35,286.15,267.15,280.99,261.14,284.64,274.72,292.02,271.89,260.1,273.14,274.01,263.43,273.3,293.872,297.66,293.2095,291.9095,291.9095,298.15
02-03-2014 10.00,273.52,274.56,284.69,278.26,283.66,285.93,280.9,284.15,278.12,262.5,293.67,276.55,294.04,265.94,248.28,265.82,261.15,286.15,266.81,280.67,260.77,284.47,274.45,290.87,271.13,260.05,273.59,274.21,263.53,273.55,297.5163333,297.66,295.433,291.8663333,291.8663333,298.15
02-03-2014 11.00,273.52,274.36,285.2,278.35,283.63,285.8,280.39,284.2,277.12,262.02,293.79,274.88,294,265.54,247.15,265.48,260.95,286.15,266.15,281.44,260.59,284.31,274.01,290.14,269.72,259.89,273.81,274.02,263.04,273.68,297.7666667,298.15,296.1,290.8666667,290.8666667,298.15
02-03-2014 12.00,273.37,274.36,285.62,278.52,283.47,285.32,279.39,284.22,277.6,261.77,293.92,274.01,293.99,265.74,247.15,264.65,260.55,286.15,265.47,281.3,260.52,284.14,274.01,290.29,269.12,259.71,273.84,274.18,262.26,273.82,295.083,296.66,294.983,292.0955,292.0955,297.15
02-03-2014 13.00,273.37,274.36,286.23,278.39,283.22,285.29,279.62,284.04,278.12,261.4,294.33,272.06,294.13,265.55,246.52,264.54,260.15,288.15,265.15,282.16,260.27,284.47,278.02,293.86,268.52,259.89,274.37,274.81,261.89,274.83,296.3113333,295.66,296.2446667,290.353,290.353,296.15
02-03-2014 14.00,271.89,274.36,286.26,276.62,283.07,285.18,279.38,283.94,278.12,260.91,294.49,272.03,294.55,265.35,247.44,263.65,260.15,288.61,265.15,285.3,260.48,284.64,282.29,296.87,268.12,260.01,274.44,274.82,261.67,275.2,294.6056667,295.64,295.7223333,290.839,290.839,295.15
02-03-2014 15.00,271.71,274.36,286.63,276.6,283.66,285.49,280.43,284.09,278.12,262.15,294.79,271.93,295.23,265.35,249.27,263.99,260.35,290.15,265.49,288.44,260.59,286.81,285.58,298.15,267.93,260.54,275.7,275.36,262.02,274.74,292.926,294.64,295.276,290.5135,290.5135,294.15
02-03-2014 16.00,271.53,274.36,287.09,276.62,284.84,286.22,282.41,285.85,279.63,263.17,295.52,271.33,296.09,265.54,251.15,263.98,260.74,291.15,266.15,291.15,261.26,289.3,289.32,298.98,267.53,260.79,275.94,275.8,262.26,275.54,291.2116667,293.64,294.7283333,291.27,291.27,293.15
02-03-2014 17.00,271.7,274.76,286.67,276.75,285.54,287.64,284.92,287.68,279.63,264.05,295.42,270.79,296.59,265.14,252.4,264.15,261.35,279.76,266.15,292.86,262.37,291.97,291.15,299.15,267.33,261.38,277.04,276.51,263.02,276.38,289.5233333,292.64,294.2566667,291.215,291.215,292.15
02-03-2014 18.00,272.2,274.76,287.25,276.72,285.65,288.03,286.17,288.61,279.6,264.72,293.77,270.04,296.97,264.75,254.53,264.15,262.34,276.69,267.15,293.86,262.77,293.8,293.15,299.15,267.52,262.05,277.34,277.21,263.3,277.3,288.7175,291.64,294.43,291.0055,291.0055,291.15
02-03-2014 19.00,272.2,275.16,287.79,277.26,286,287.76,287.67,289.64,281.63,266.58,292.47,269.53,296.92,264.75,255.29,263.65,262.34,277.15,266.81,295.15,263.6,294.13,294.15,299.43,267.74,262.21,276.81,276.81,263.66,278.68,286.735,291.64,293.7433333,291.002,291.002,291.15
02-03-2014 20.00,272.37,275.76,288.15,277.8,286.08,287.65,288.92,289.87,283.63,267.28,285.31,268.97,297.3,265.55,256.15,262.99,262.53,277.15,266.49,295.29,263.81,294.97,294.85,299.58,267.74,263.15,276.7,276.86,263.79,278.99,285.635,291.64,293.7016667,290.844,290.844,291.15
02-03-2014 21.00,273.34,275.96,288.32,278.49,286.36,288.52,289.41,290.02,284.63,269.18,283.71,268.99,295.72,265.35,256.4,262.99,262.34,276.69,266.49,295.43,263.48,294.8,295.15,299.15,267.53,263.2,276.14,276.49,263.43,277.41,285.361,291.13,292.8985,290.6985,290.6985,290.15
02-03-2014 22.00,273.65,277.17,289.69,279.76,287.06,289.26,290.65,291.02,285.12,270.28,279.32,267.91,292.89,265.74,256.9,261.99,261.74,276.69,265.83,295.15,263.03,293.46,294.72,298.44,266.93,262.85,275.24,276.07,263.01,276.65,283.9856667,290.15,293.1106667,290.5363333,290.5363333,290.15
02-03-2014 23.00,274.01,277.58,288.65,280.78,287.51,289.74,290.4,291.08,285.12,270.08,276.62,267.23,287.2,265.95,256.53,261.48,261.14,276.22,265.49,294.43,262.14,291.97,293.44,297.15,266.72,260.98,274.84,275.02,261.74,275.85,283.4363333,289.15,292.5613333,290.3866667,290.3866667,289.15
03-03-2014 0.00,274.02,279.41,289.48,281.2,285.9,289.85,289.88,290.79,285.12,269.57,275.36,267.21,278.92,265.54,255.86,260.82,260.14,275.15,265.15,292,261.7,289.97,291.99,295.87,265.72,259.62,274.54,275.02,261.15,275.53,283.768,288.15,290.5305,290.856,290.856,288.15
03-03-2014 1.00,274.19,280.4,288.38,279.97,285.71,289.78,289.4,290.61,284.12,267.86,274.97,266.64,276.81,265.74,254.64,260.48,259.34,275.15,264.15,290.48,260.39,288.64,290.58,295.43,265.52,258.62,274.34,275.01,260.5,274.83,282.925,288.15,290.475,290.5,290.5,288.15
03-03-2014 2.00,274.16,281.8,287.57,279.68,284.82,288.54,288.65,289.87,281.57,268.14,276.07,266.5,275.16,265.74,253.89,260.15,258.74,274.15,264.15,287.87,260.36,287.64,290.15,294.72,264.52,258.15,273.84,274.69,259.62,274.25,282.963,287.15,288.938,290.763,290.763,287.15
03-03-2014 3.00,275.5,282.96,285.95,281.51,284.08,287.69,288.14,288.89,279.57,268,275.76,266.55,275.07,265.74,253.27,260.15,258.14,274.15,264.15,287.72,260.15,288.14,290,294.15,263.88,257.51,273.84,274.47,258.24,274.13,284.564,287.13,290.589,290.514,290.514,286.15
03-03-2014 4.00,275.29,281.57,285.24,281.97,283.71,286.46,287.14,288.05,278.09,268.47,274.74,266.55,275.03,265.74,252.77,259.65,257.53,274.15,263.15,288.36,259.14,287.48,290.15,293.72,263.13,256.97,273.44,273.61,256.87,273.46,284.081,287.13,287.9893333,290.9476667,290.9476667,286.15
03-03-2014 5.00,275.29,284.74,285.59,281.54,282.58,285.98,286.65,286.76,275.6,268.73,273.26,266.41,274.91,265.54,251.39,259.48,257.73,273.15,262.15,287.5,258.8,287.3,289.44,294.44,262.62,256.63,273.24,273.16,255.59,272.97,285.161,287.64,288.5776667,290.8693333,290.8693333,287.15
03-03-2014 6.00,275.72,284.74,285.05,282.13,282.18,285.42,285.62,286.52,274.6,268.35,272.69,266.38,274.1,265.75,250.77,259.16,257.14,274.15,262.15,288.36,259.13,286.47,288.99,294.16,262.13,257.03,272.04,271.96,254.96,272.34,288.0765,288.64,290.664,291.0265,291.0265,288.15
03-03-2014 7.00,275.72,285.15,284.77,281.75,282,284.86,284.89,285.87,274.09,268.27,272.38,266.18,273.31,265.54,250.57,258.82,257.15,274.15,261.49,287.83,258.25,285.8,287.44,293.73,261.64,256.97,270.54,271.22,254.31,271.59,288.5446667,292.15,290.753,290.8696667,290.8696667,292.15
03-03-2014 8.00,275.93,284.15,283.96,281.95,281.24,284.26,283.64,285.48,274.6,269.49,271.71,266.15,272.36,264.94,249.38,258.32,256.94,274.15,261.49,288.16,257.64,285.81,287.44,292.58,261.13,256.56,269.64,269.33,254.89,270.42,290.8483333,293.17,292.34,290.9483333,290.9483333,294.15
03-03-2014 9.00,275.93,283.95,283.67,282.1,281.14,284.07,282.62,285.22,274.6,269.75,271.55,265.93,271.68,264.54,248.88,258.48,256.74,273.15,261.15,287.82,256.36,286.14,287.15,291.58,260.64,255.86,268.44,268.53,255.22,269.45,290.774,294.17,292.324,290.899,290.899,295.15
03-03-2014 10.00,276.28,282.35,283.31,281.61,280.92,283.58,281.88,284.48,274.63,270.59,271.01,265.2,271.3,263.74,248.25,258.32,256.14,272.15,260.47,287.65,255.91,285.81,287.15,291.43,260.13,254.75,267.64,267.72,254.62,270.46,293.8703333,294.68,294.4453333,291.0203333,291.0203333,296.15
03-03-2014 11.00,276.49,281.95,283.38,282.12,280.77,282.92,281.39,283.84,275.6,273.1,270.82,265.18,271.32,263.33,248.57,257.98,256.14,269.15,259.81,287.15,255.76,286.31,286.72,291.01,259.74,254.21,266.44,267.01,254.13,267.46,294.5886667,295.19,294.9636667,291.0136667,291.0136667,297.15
03-03-2014 12.00,277.13,280.77,283.56,281.59,280.61,282.88,281.89,283.82,273.6,274.02,270.42,265,271.19,262.33,248.72,257.48,255.94,269.15,259.13,286.15,254.35,285.65,286.57,290.43,259.74,253.56,265.7,266.39,254.23,266.88,293.7715,294.68,292.659,290.984,290.984,296.15
03-03-2014 13.00,277.35,279.97,283.83,281.63,280.56,282.23,281.4,283.57,272.57,273.54,270.16,264.53,270.55,261.93,249.39,256.99,255.92,268.15,258.81,286.15,254.8,288.15,286.44,293.85,259.74,253.71,264.81,266.1,256.01,266.99,295.0016667,293.66,294.1183333,290.985,290.985,294.15
03-03-2014 14.00,275.76,279.39,284.04,281.59,281.01,282.06,280.9,283.92,273.05,274.78,270.72,264.34,270.74,263.34,251.29,257.65,257.73,267.69,259.15,286.86,256.47,291.14,285.15,297.15,260.14,255.09,264.7,266,256.62,267.19,294.6963333,293.66,292.7546667,290.963,290.963,294.15
03-03-2014 15.00,276.08,280,284.05,281.56,281.72,283.59,282.67,284.58,277.67,275.67,272.13,265.31,271.18,264.14,252.15,258.81,259.14,268.15,260.15,286.86,258.14,294.64,285.15,299.15,260.55,256.27,265.44,266.39,257.37,267.5,292.426,292.66,291.876,291.276,291.276,293.15
03-03-2014 16.00,276.44,280.59,284.4,281.75,284.06,284.81,284.38,287.6,278.63,278.7,274.24,266.54,273.38,265.35,254.27,260.48,260.94,268.15,261.15,286.64,259.03,296.65,285.98,299.29,261.55,257.42,265.7,266.43,258.25,267.64,292.7756667,292.15,290.3506667,291.1423333,291.1423333,292.15
03-03-2014 17.00,276.58,281.39,286.37,281.54,286.02,287.33,286.65,289.51,280.63,282,276.09,267.89,275.36,266.94,255.4,262.15,262.76,268.15,262.15,282.98,259.92,298.15,282.88,300.15,262.74,257.94,266.04,265.98,258.75,267.81,291.1603333,291.15,289.3103333,291.3436667,291.3436667,291.15
03-03-2014 18.00,276.9,283.15,287.08,281.3,287.87,289.91,288.16,291.19,282.63,283.14,277.55,269.59,276.46,267.75,256.9,264.32,262.76,268.15,263.15,280.85,260.92,299.65,279.01,300.15,264.74,258.88,266.04,265.88,259.03,267.94,291.6755,291.15,289.3505,291.4255,291.4255,291.15
03-03-2014 19.00,277.4,283.56,287.8,282.35,289.43,290.77,289.41,292.33,284.15,283.53,278.76,271.03,277.42,268.74,258.15,265.65,264.15,273.97,264.15,279.71,261.26,300.48,276.87,300.15,264.93,259.31,266.14,266.29,259.77,268.14,289.35,290.64,287.95,291.6666667,291.6666667,290.15
03-03-2014 20.00,277,286.15,288.24,284.33,290.41,291.14,290.66,293.56,285.12,284.53,279.63,271.83,278.09,270.54,259.43,266.48,265.15,268.15,264.81,278.13,262.26,300.48,275.28,300.29,265.73,260.31,266.26,266.54,259.84,268.44,289.155,290.13,287.63,291.7883333,291.7883333,289.15
03-03-2014 21.00,277.18,288.33,290.07,284.93,291.27,291.42,290.66,294.32,285.15,284.71,280.61,272.7,277.95,271.34,260.02,267.48,264.74,268.15,264.81,277.14,262.37,300.15,274.29,300.15,266.12,260.79,266.74,266.89,259.39,268.06,287.9135,289.64,287.026,291.926,291.926,289.15
03-03-2014 22.00,277.32,288.35,290.19,285.36,291.5,290.94,291.66,295.01,285.63,284.9,280.81,273.25,277.53,272.13,260.15,267.65,264.74,268.15,264.81,276.43,261.81,299.31,273.86,299.58,265.54,261.04,266.84,266.87,258.55,268.15,288.0673333,288.15,286.8006667,292.0423333,292.0423333,288.15
03-03-2014 23.00,277.79,288.54,289.96,285.56,291.67,290.86,291.66,295.69,285.63,284.34,280.77,273.46,277.09,272.14,260.29,267.15,264.74,268.15,263.81,276,260.48,297.81,273.44,298.01,264.74,260.4,266.37,267.07,257.68,267.74,287.1746667,288.15,286.2913333,292.1746667,292.1746667,288.15
04-03-2014 0.00,277.25,288.34,289.8,285.7,290.61,290.17,292.15,295.67,285.63,283.21,280.6,272.82,275.74,272.75,260.15,266.15,262.94,273.51,261.81,275.29,259.59,296.15,273.01,296.98,262.52,259.35,265.7,266.43,256.95,266.98,285.9865,287.15,287.1865,291.474,291.474,287.15
04-03-2014 1.00,277.25,287.75,289.26,285.39,289.58,289.49,291.64,294.86,285.63,280.88,279.12,272.03,274.49,272.36,259.9,265.48,261.74,267.69,261.47,274.29,258.47,295.31,272.44,295.86,260.9,258.42,264.84,266,256.52,265.99,285.1923333,287.15,286.209,291.884,291.884,287.15
04-03-2014 2.00,276.62,285.74,288.82,284.19,288.38,288.32,290.36,293.21,282.6,279.06,277.95,271.83,273.99,270.95,259.53,265.15,261.33,267.15,260.81,274.15,258.14,294.64,271.86,295.29,259.9,257.25,264.44,265.67,256.23,265.63,284.1026667,287.15,286.636,291.461,291.461,287.15
04-03-2014 3.00,277.85,284.75,288.14,283.32,285.84,287.93,288.11,291.6,279.57,278.36,276.56,271.51,273.82,270.75,259.4,265.15,261.54,266.69,260.47,273.57,257.63,294.31,271.72,294.72,258.83,256.75,263.94,265.07,256.3,264.29,286.7735,289.13,287.486,291.9985,291.9985,288.15
04-03-2014 4.00,277.85,283.96,288.12,283.41,287.07,287.71,287.12,290.36,280.6,277.31,276.37,271.3,273.65,271.94,259.53,264.98,261.34,266.15,260.47,273.28,256.46,294.15,271.58,294,258.84,255.68,263.14,264.78,256.59,263.35,284.4303333,289.13,287.772,291.2553333,291.2553333,288.15
04-03-2014 5.00,277.86,283.95,287.86,283.01,286.24,287.15,285.88,288.93,279.63,277.29,275.95,270.82,273.3,272.14,259.78,265.35,261.54,266.15,260.49,273.47,256.24,293.81,270.72,293.86,257.82,255.38,262.63,263.97,256.16,262.52,285.8476667,290.64,288.481,291.4726667,291.4726667,290.15
04-03-2014 6.00,277.51,282.55,287.95,282.6,285.88,286.45,285.39,287.91,276.63,276.74,275.66,270.3,273.23,271.54,259.9,264.98,262.35,266.15,260.47,273.64,256.27,292.14,270.44,292.86,257.32,256.57,262.03,263.14,256,262.14,288.715,292.13,290.39,291.3775,291.3775,291.15
04-03-2014 7.00,277.08,281.55,287.62,282.57,285.16,285.98,285.66,287.1,274.6,276.97,275.47,271.12,272.87,270.53,259.77,264.48,262.14,266.15,260.47,273.81,257.8,290.97,269.72,292.28,257.06,254.98,261.92,262.7,255.84,260.82,289.649,293.64,290.699,291.699,291.699,293.15
04-03-2014 8.00,276.66,281.35,287.68,282.58,284.82,285.85,285.64,286.71,275.6,276.36,274.93,271.12,273.2,270.54,259.77,264.14,262.15,266.15,260.47,273.96,258.25,288.13,269.15,291.15,256.58,255.32,261.23,262.19,255.43,260.77,292.033,294.15,292.208,291.708,291.708,294.15
04-03-2014 9.00,276.88,281.55,287.61,283.28,284.56,285.81,285.66,286.84,276.09,275.61,274.55,270.38,273.37,270.33,259.65,263.31,262.15,266.15,260.83,274.29,258.36,285.98,268.43,290.72,257.08,255.04,261.04,261.64,255.29,260.27,291.246,294.15,292.2335,291.3085,291.3085,294.15
04-03-2014 10.00,276.53,281.34,287.55,282.07,284.2,286,285.65,286.33,274.6,276.54,274.64,270.54,273.41,269.73,259.65,262.65,262.35,266.15,260.15,274.47,258.77,284.64,267.87,290.58,257.35,255.51,260.94,261.21,254.7,260.21,294.687,294.66,294.237,291.4536667,291.4536667,295.15
04-03-2014 11.00,276.75,281.74,287.64,282.61,283.96,285.86,285.65,286.91,273.12,275.75,274.43,270.34,273.41,269.53,259.65,262.48,262.34,266.15,259.81,274.8,258.81,283.64,267.15,290.81,257.72,257.39,261.04,261.29,254.43,259.57,294.957,294.66,294.757,291.1903333,291.1903333,295.15
04-03-2014 12.00,276.31,280.94,287.55,282.59,284.09,286.05,285.91,286.2,273.6,275,274.32,270.36,273.65,269.52,259.77,261.55,262.54,266.15,258.81,274.71,259.65,283.48,266.87,290.29,258.32,257.78,260.81,260.99,254.58,260.29,293.662,294.15,294.037,291.2745,291.2745,294.15
04-03-2014 13.00,276.16,280.95,287.73,282.38,284.07,285.98,285.66,285.97,272.15,276.24,274.22,270.95,273.68,269.53,259.9,262.3,263.15,266.15,260.49,274.57,259.59,283.48,267.86,293.14,259.14,259.02,262.14,262.33,255.74,262.89,294.4536667,293.66,294.9703333,290.8953333,290.8953333,294.15
04-03-2014 14.00,274.38,280.95,286.7,281.39,284.06,286.51,285.42,286.07,272.57,275.78,274.61,270.88,273.7,270.74,260.15,265.14,263.35,266.61,261.83,274.86,260.59,283.98,269.15,295.43,260.74,260,263.64,263.36,256.99,265.08,293.6803333,293.66,294.6636667,290.8636667,290.8636667,294.15
04-03-2014 15.00,274.53,281.56,285.74,280.79,284.65,286.24,285.16,286.02,274.63,276.71,275.04,271.57,274.07,272.34,261.15,267.82,264.16,268.15,263.83,275.86,261.7,284.65,270.72,297.72,263.55,261.09,265.34,264.53,258.3,266.51,291.0045,292.64,292.467,290.867,290.867,292.15
04-03-2014 16.00,274.88,282.56,286.24,280.61,285.16,286.97,287.43,288.06,279.15,279.35,276.22,272.98,274.28,274.53,262.15,269.48,265.15,269.15,265.49,276.87,262.37,284.81,272.15,299.29,266.15,261.92,266.81,265.67,259.59,267.81,290.8653333,291.64,292.7903333,290.8236667,290.8236667,291.15
04-03-2014 17.00,275.35,283.16,287.07,281.02,286.18,287.67,289.65,289.88,280.63,282.8,277.39,274.98,274.29,275.54,263.15,270.99,266.15,271.69,267.17,277.44,263.15,284.81,273.43,299.86,268.55,263.03,268.04,267.15,260.43,269.05,288.8236667,290.64,291.2236667,290.8153333,290.8153333,290.15
04-03-2014 18.00,274.84,285.15,287.97,281.63,287.53,288.55,290.65,291.5,282.63,285.04,278.69,276.79,274.29,277.14,264.15,272.82,267.15,272.15,268.81,278.58,264.04,284.48,275.15,300.15,270.36,263.7,268.92,269.11,261.15,270.04,288.481,289.64,291.006,290.756,290.756,289.15
04-03-2014 19.00,274.81,287.15,288.56,282.68,288.67,289.87,291.65,292.99,283.63,285.81,279.68,279.03,274.49,278.34,264.65,273.83,268.15,273.15,270.15,279.15,264.7,283.98,276.15,300.01,271.54,263.49,269.59,270.03,261.4,270.58,285.873,289.13,288.9896667,290.7646667,290.7646667,288.15
04-03-2014 20.00,274.81,288.05,287.12,283.55,281.73,290.28,293.15,294.3,284.15,280.05,280.45,280.71,274.55,297.15,264.81,275.155,268.62,275.865,271.15,280.15,264.65,281.15,276.6,300.6825,271.66,263.83,273.15,270.95,261.4,273.41,284.964,288.62,288.3223333,290.7223333,290.7223333,287.15
04-03-2014 21.00,274.145,286.979,289.73,283.75,291.99,290.45,293.12275,294.39,284.68525,280.05,282.95,281.05,274.82,291.56025,263.949,273.4444,267.37525,274.1164,270.49775,280.154,263.9165,282.36025,275.89775,299.1124,270.7865,265.45,270.6915,271.05,261.2415,272.25,284.6615,286.60025,287.7615,290.724,290.724,286.104
04-03-2014 22.00,275.5366667,284.392,288.8586667,284.192,292.007,290.5553333,292.517,294.217,286.417,283.3003333,281.8886667,275.2753333,275.8353333,275.7503333,262.992,275.2753333,265.4503333,277.5753333,271.4003333,280.9586667,263.2086667,286.5503333,275.3836667,300.1586667,272.3253333,264.8553333,267.1086667,267.7003333,261.992,271.3886667,283.5503333,281.4836667,287.0586667,290.667,290.667,283.792
04-03-2014 23.00,273.8433333,284.079,287.9873333,283.979,292.024,290.6606667,292.779,294.129,286.354,282.3456667,280.8273333,274.9706667,276.8506667,275.2706667,262.179,274.0706667,264.5456667,276.5706667,269.9706667,280.5623333,262.4623333,286.2706667,274.5873333,298.9623333,270.2456667,264.2606667,265.2123333,267.1706667,261.379,270.5273333,283.0456667,281.0123333,286.4623333,290.654,290.654,283.379
05-03-2014 0.00,272.15,285.818,288.332,283.934,289.815,289.064,292.576,293.114,283.264,279.992,281.264,276.888,275.132,278.33,264.462,273.282,266.58,275.046,270.214,278.832,264.768,283.518,275.82,298.232,271.21375,264.238,269.086,269.574,261.216,271.068,282.555,285.072,286.7425,291.0425,291.0425,284.1775
05-03-2014 1.00,274.15,285.163,287.258,283.693,289.09,289.453,292.9155,293.1805,283.7055,279.2705,279.953,276.213,276.603,277.2605,263.133,272.008,265.1855,274.128,268.5055,278.658,263.513,283.6505,274.6855,296.958,270.15,263.548,266.228,268.5555,260.528,269.973,282.0456667,283.8455,285.854,290.8956667,290.8956667,283.3606667
05-03-2014 2.00,275.04,286.56,287.4,283.62,288.35,288.14,292.79,292.32,281.12,277.15,280.14,277.76,275.34,279.73,264.9,271.15,266.73,272.69,268.47,277.15,265.31,281.31,275.58,296.15,270.78,263.43,269.14,270.47,260.29,270.28,281.5503333,287.15,285.842,291.1503333,291.1503333,283.7553333
05-03-2014 3.00,275.52,286.56,288.32,284.74,288.33,287.66,291.85,292.31,281.12,275.45,280.26,277.67,276.53,279.73,264.58,271.15,266.73,272.69,268.47,277.15,265.37,281.31,275.58,296.15,269.33,263.49,269.14,270.35,260.39,270.45,283.8195,285.62,287.107,290.7445,290.7445,284.15
05-03-2014 4.00,275.73,285.16,287.92,284.54,287.91,287.03,291.12,290.56,279.63,274.62,279.23,276.88,276.65,279.53,264.58,270.82,267.33,272.15,267.13,277.02,265.37,282.15,275.58,296.29,269.08,263.31,268.24,269.95,260.39,270.18,282.4026667,285.62,286.6693333,291.2193333,291.2193333,284.15
05-03-2014 5.00,275.73,284.36,287.37,284.01,287.54,286.72,290.16,289.72,279.63,272.78,278.81,276.25,276.66,278.33,264.58,270.48,267.33,272.15,266.81,276.49,265.65,282.31,274.86,296.01,269.08,263.51,267.94,269.93,260.39,270.05,283.7503333,286.62,287.5086667,291.0336667,291.0336667,285.15
