datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
12-08-2013 4.00,69,89,87,62,79,80,9,14,67,50,75,59,73,81,79,79,66,82,63,97,86,85,83,72,80,67,78,69,74,84,90,74,39,100,100,99
12-08-2013 5.00,71,68,88,62,83,84,9,17,75,59,79,62,76,84,84,78,68,87,66,97,88,91,82,73,81,69,86,75,76,84,86,66,33,96,97,88
12-08-2013 6.00,72,92,89,67,83,86,11,15,78,59,81,66,79,85,84,81,84,87,70,98,87,91,82,94,82,73,89,71,80,87,86,66,29,96,97,88
12-08-2013 7.00,73,77,90,68,84,89,14,20,90,59,85,72,81,87,84,75,87,87,72,97,90,91,82,94,83,78,90,73,81,91,86,62,23,96,97,88
12-08-2013 8.00,74,80,90,72,87,91,10,21,89,59,88,73,84,87,84,82,88,88,74,98,88,95,87,77,85,81,86,76,83,93,53,59,19,79,85,60
12-08-2013 9.00,71,84,90,74,89,92,14,23,87,68,89,76,94,88,99,92,90,88,76,98,91,95,87,94,85,78,73,78,86,94,53,59,18,79,85,60
12-08-2013 10.00,71,90,92,76,91,92,13,26,85,68,92,77,86,89,99,92,90,88,78,98,91,95,87,94,88,75,73,75,87,95,53,62,16,79,85,60
12-08-2013 11.00,70,77,92,77,92,92,21,26,88,68,94,81,100,89,99,85,91,89,79,98,91,93,85,78,88,79,73,80,86,96,40,58,17,72,81,51
12-08-2013 12.00,70,88,93,78,92,95,17,28,90,68,94,82,100,90,93,86,91,88,82,99,91,93,85,75,86,71,73,70,84,82,40,58,20,72,81,51
12-08-2013 13.00,72,87,93,79,93,96,18,30,92,68,93,76,88,82,99,94,77,88,82,99,91,93,85,74,74,62,73,65,78,68,40,58,18,72,81,51
12-08-2013 14.00,73,89,93,76,93,96,14,41,86,51,86,71,88,93,93,81,60,85,76,93,91,66,81,72,68,66,70,58,71,58,28,62,20,77,87,45
12-08-2013 15.00,73,83,93,83,83,87,13,29,88,51,70,65,80,51,90,58,57,83,64,85,71,66,81,70,63,67,70,53,59,49,28,66,13,77,87,45
12-08-2013 16.00,81,80,92,68,76,91,12,27,82,51,66,57,61,42,78,48,49,79,57,78,65,66,81,69,60,68,70,55,50,46,28,69,12,77,87,45
12-08-2013 17.00,83,76,89,59,67,72,12,26,70,46,64,51,55,42,83,37,53,73,52,75,83,58,71,71,58,68,68,53,51,49,53,69,12,100,100,69
12-08-2013 18.00,89,75,76,52,64,59,9,19,66,46,55,46,49,43,83,42,53,65,43,72,83,58,71,70,59,59,68,52,46,48,53,61,17,100,100,69
12-08-2013 19.00,95,74,70,51,55,89,8,16,55,46,49,42,54,41,83,37,46,64,41,69,52,58,71,70,57,60,68,48,43,47,53,69,22,100,100,69
12-08-2013 20.00,95,69,61,44,47,50,7,17,49,36,45,36,54,39,60,36,52,64,39,63,72,53,75,69,58,58,62,48,39,46,82,69,31,100,100,87
12-08-2013 21.00,86,66,58,41,39,53,5,14,43,36,42,34,54,41,51,39,50,68,38,65,52,53,75,70,61,61,62,48,42,49,82,65,42,100,100,87
12-08-2013 22.00,79,58,56,40,48,53,5,17,42,36,39,33,55,52,47,55,54,69,41,68,55,53,75,70,92,64,62,54,55,62,82,69,53,100,100,87
12-08-2013 23.00,77,59,58,39,47,55,5,14,39,34,47,41,52,55,68,54,70,71,42,68,56,55,84,94,95,67,64,56,58,66,85,69,53,100,100,94
13-08-2013 0.00,73,60,60,40,45,55,6,15,39,34,69,43,88,61,56,58,86,73,44,74,76,55,84,94,95,73,73,65,62,73,85,69,56,100,100,94
13-08-2013 1.00,70,57,65,37,48,59,6,15,48,34,72,50,86,70,68,59,89,79,48,82,65,55,84,94,96,65,64,70,67,77,85,73,60,100,100,94
13-08-2013 2.00,70,61,71,39,59,68,6,18,59,52,75,54,86,75,69,67,89,82,52,87,80,68,86,72,96,65,81,70,69,80,85,78,39,100,100,96
13-08-2013 3.00,71,66,76,44,66,81,6,18,67,52,77,60,84,79,80,69,90,82,59,91,72,68,86,72,96,58,73,72,68,83,85,74,47,100,100,96
13-08-2013 4.00,72,73,83,52,73,86,7,21,71,52,78,58,74,82,80,75,91,84,62,93,76,68,86,73,97,67,80,78,67,86,85,69,39,100,100,96
13-08-2013 5.00,73,74,85,57,78,100,9,13,78,66,81,58,83,86,95,72,92,86,66,94,84,77,87,75,97,72,81,80,66,90,50,58,35,92,98,69
13-08-2013 6.00,74,74,87,64,82,100,9,19,79,66,83,62,83,87,95,73,88,87,69,95,84,77,87,96,97,74,81,83,71,93,50,62,22,92,98,69
13-08-2013 7.00,77,83,88,68,85,100,9,19,73,66,85,65,84,89,95,75,82,88,71,96,84,77,86,73,97,78,81,85,75,94,50,55,21,92,98,69
13-08-2013 8.00,78,87,89,72,87,99,10,27,76,72,87,68,86,89,95,69,80,88,74,96,85,84,90,94,97,79,89,86,76,95,41,58,19,78,85,55
13-08-2013 9.00,79,89,89,73,89,99,11,33,79,72,88,71,87,73,89,69,81,89,76,96,80,84,90,94,98,82,93,87,83,95,41,55,16,78,85,55
13-08-2013 10.00,82,90,89,73,89,99,16,40,90,72,89,73,100,90,95,68,87,89,77,97,80,84,90,94,100,85,93,88,80,96,41,58,19,78,85,55
13-08-2013 11.00,82,89,90,68,90,94,15,53,91,68,90,77,100,99,91,69,89,89,78,97,89,81,88,92,99,86,91,93,80,96,33,66,20,70,81,47
13-08-2013 12.00,82,97,90,84,92,77,16,48,77,68,90,80,100,92,92,83,78,90,80,98,91,81,88,71,98,80,,92,80,82,33,52,17,70,81,47
13-08-2013 13.00,80,90,90,69,93,77,20,50,93,68,100,78,89,92,90,72,83,88,81,97,91,81,88,72,96,72,99,89,74,64,33,57,17,70,81,47
13-08-2013 14.00,82,89,91,72,93,77,13,52,92,47,69,68,73,93,78,81,76,85,75,89,97,60,86,68,95,69,82,86,67,56,28,62,17,73,84,44
13-08-2013 15.00,86,86,90,70,92,77,10,35,93,47,68,68,64,92,78,82,69,85,64,81,100,60,86,67,69,70,81,86,64,48,28,58,17,73,84,44
13-08-2013 16.00,81,80,85,65,73,91,13,26,92,59,67,59,60,82,73,72,58,88,57,77,100,70,81,65,75,71,100,74,53,47,28,61,18,84,92,45
13-08-2013 17.00,77,76,73,61,70,79,10,25,89,51,60,49,57,63,45,82,61,87,55,78,100,62,77,68,57,70,87,65,53,46,52,69,15,99,100,66
13-08-2013 18.00,74,72,62,54,67,64,8,22,84,51,52,44,49,55,67,90,62,82,44,92,100,62,77,63,58,72,87,61,51,43,52,61,19,99,100,66
13-08-2013 19.00,76,62,55,46,52,56,7,21,64,51,51,39,45,47,67,,60,72,47,95,100,62,77,62,60,67,87,56,49,41,52,61,38,99,100,66
13-08-2013 20.00,75,59,54,42,60,52,7,20,55,39,49,40,44,46,41,95,64,74,42,82,99,86,69,65,58,64,82,56,46,41,88,65,58,100,100,90
13-08-2013 21.00,41,46,49,43,64,52,7,14,49,39,44,35,48,43,59,94,64,75,45,77,98,86,69,70,58,80,82,54,45,48,88,65,40,100,100,90
13-08-2013 22.00,76,46,44,42,39,52,6,13,42,39,43,37,57,59,40,91,85,70,48,94,96,86,69,69,61,77,82,53,46,52,88,69,68,100,100,90
13-08-2013 23.00,70,46,46,41,42,57,,14,53,59,44,37,56,61,53,89,83,74,53,95,83,87,70,71,66,83,75,57,52,61,88,73,68,100,100,96
14-08-2013 0.00,70,45,45,40,56,59,,13,57,59,44,38,61,79,47,86,83,78,55,95,83,87,70,73,70,81,75,65,56,70,88,69,48,100,100,96
14-08-2013 1.00,69,41,78,38,60,64,5,15,50,59,49,32,62,78,46,83,78,83,63,94,92,87,78,74,74,80,78,73,56,77,88,73,52,100,100,96
14-08-2013 2.00,40,49,52,38,51,67,7,15,56,66,57,42,66,86,55,93,89,80,64,97,88,89,80,76,70,82,85,75,66,81,88,78,51,100,100,97
14-08-2013 3.00,53,58,56,42,64,80,6,10,57,66,62,44,68,88,55,100,92,82,64,97,95,89,80,75,78,84,85,83,77,84,88,74,45,100,100,97
14-08-2013 4.00,81,74,88,52,70,82,7,12,56,66,66,47,73,88,55,95,93,84,68,98,95,89,80,77,84,87,85,88,80,89,88,69,60,100,100,97
14-08-2013 5.00,81,68,69,57,82,77,7,11,52,71,70,50,79,83,68,88,88,85,72,100,94,88,88,78,78,89,90,90,78,93,80,66,37,93,100,83
14-08-2013 6.00,65,68,77,81,82,92,7,18,55,71,73,53,77,90,66,,85,86,78,98,95,91,82,75,87,91,90,93,75,92,80,61,38,93,100,83
14-08-2013 7.00,67,84,82,65,86,94,7,20,58,71,75,58,83,91,88,96,93,86,80,98,95,91,82,78,89,91,90,94,78,93,80,61,40,93,100,83
14-08-2013 8.00,73,79,86,70,90,93,7,24,66,78,78,56,84,93,80,98,77,87,83,98,97,91,83,78,94,92,95,95,93,90,45,58,33,83,95,56
14-08-2013 9.00,75,95,87,72,90,46,9,23,67,78,81,57,84,91,80,96,76,87,84,98,93,91,83,79,95,92,95,96,93,89,45,58,22,83,95,56
14-08-2013 10.00,77,90,89,74,91,,10,23,69,78,84,58,85,90,80,94,75,88,85,98,97,91,83,81,96,92,95,96,93,89,45,52,24,83,95,56
14-08-2013 11.00,87,91,91,75,93,,9,25,70,83,87,61,86,99,93,83,75,87,81,99,99,90,82,77,96,93,91,97,88,86,37,55,22,79,91,47
14-08-2013 12.00,88,92,90,75,92,,9,26,75,83,89,63,86,90,85,83,83,87,77,98,99,90,82,72,96,85,91,98,96,85,37,55,23,79,91,47
14-08-2013 13.00,76,93,90,75,92,,13,29,76,83,89,65,85,89,85,81,76,86,77,97,89,90,82,72,95,81,91,99,95,84,37,55,16,79,91,47
14-08-2013 14.00,90,99,91,87,93,97,11,29,69,63,84,64,81,74,72,78,71,84,71,94,100,80,77,67,89,78,91,99,88,84,33,56,30,82,94,44
14-08-2013 15.00,86,89,88,78,83,90,10,26,66,57,74,64,73,71,64,81,76,79,68,95,96,76,77,68,82,77,83,93,87,81,39,64,31,86,95,49
14-08-2013 16.00,78,75,93,64,66,80,14,20,66,48,52,70,58,67,53,91,94,71,66,100,90,74,80,68,64,80,66,92,93,78,46,65,48,100,100,54
14-08-2013 17.00,76,68,86,58,61,75,12,19,62,43,48,67,54,65,47,91,92,68,64,100,87,69,79,70,62,77,62,85,88,76,52,72,52,100,100,59
14-08-2013 18.00,25,65,91,73,56,87,7,16,51,55,55,44,69,67,41,77,53,93,72,80,90,66,78,81,81,79,75,95,89,67,48,70,33,100,100,61
14-08-2013 19.00,73,53,88,75,51,88,,15,45,57,55,53,72,67,39,72,68,58,74,74,90,62,77,86,87,79,79,94,87,63,52,74,30,100,100,66
14-08-2013 20.00,72,45,64,38,47,51,5,6,35,52,30,42,32,39,38,71,46,51,53,74,82,55,100,60,60,57,100,83,76,69,92,65,39,100,100,92
14-08-2013 21.00,63,40,22,39,45,53,,6,30,52,32,39,30,40,61,72,50,59,49,76,82,55,100,62,63,66,100,65,77,64,92,69,49,100,100,92
14-08-2013 22.00,62,35,63,35,44,56,,8,30,52,38,47,31,47,28,70,51,53,46,79,82,55,100,68,66,70,100,85,83,71,92,69,63,100,100,92
14-08-2013 23.00,60,33,69,32,45,58,5,8,27,69,25,78,31,51,54,71,53,57,49,78,77,64,93,65,71,61,100,74,86,78,91,69,77,100,100,98
15-08-2013 0.00,58,31,66,34,46,59,,8,34,69,37,74,32,57,35,71,55,64,54,79,77,64,93,70,69,63,73,93,88,84,91,73,62,100,100,98
15-08-2013 1.00,59,26,22,34,41,65,,9,37,69,28,75,50,64,54,73,62,76,60,86,77,64,93,72,70,69,100,95,88,90,91,78,88,100,100,98
15-08-2013 2.00,63,27,74,36,53,68,5,10,42,83,45,66,54,75,60,76,65,79,70,91,81,74,100,74,74,71,97,88,90,92,89,78,58,100,100,99
15-08-2013 3.00,68,50,80,39,64,84,6,13,43,83,50,64,63,80,60,76,74,81,71,92,81,74,100,75,77,75,97,97,87,94,89,78,51,100,100,99
15-08-2013 4.00,48,64,85,45,73,87,5,18,43,83,52,76,65,76,60,57,83,83,80,94,81,74,100,75,81,77,97,95,92,95,89,69,51,100,100,99
15-08-2013 5.00,53,67,85,47,80,90,16,23,42,91,54,77,68,75,78,64,87,82,86,95,89,73,99,75,90,93,97,98,93,95,89,69,48,91,100,86
15-08-2013 6.00,56,73,69,52,82,92,19,19,75,91,65,85,74,74,78,66,89,82,88,95,89,73,99,76,93,76,97,93,92,96,89,66,46,91,100,86
15-08-2013 7.00,76,79,71,57,87,93,22,30,81,91,75,85,80,76,84,77,90,78,90,96,89,73,99,76,95,92,97,96,93,96,89,62,43,91,100,86
15-08-2013 8.00,67,80,88,60,90,82,22,32,88,90,69,86,83,80,84,81,89,74,91,96,94,80,97,78,96,83,95,77,93,96,47,62,39,79,90,57
15-08-2013 9.00,72,82,75,63,91,93,18,34,89,90,80,86,84,82,84,77,87,73,94,95,94,80,97,90,97,82,95,84,93,90,47,52,37,79,90,57
15-08-2013 10.00,71,94,82,62,93,93,27,24,90,90,83,85,85,84,84,85,87,76,67,96,94,80,97,77,97,80,95,70,93,72,47,62,29,79,90,57
15-08-2013 11.00,78,88,85,65,93,94,25,24,92,89,87,88,87,86,85,88,82,77,69,95,92,86,94,72,96,84,94,70,95,66,36,65,28,76,89,47
15-08-2013 12.00,77,87,86,63,93,94,25,25,89,85,77,82,81,75,79,79,73,72,64,92,82,80,91,68,91,75,78,65,94,63,36,69,27,76,89,47
15-08-2013 13.00,85,79,93,74,91,90,21,41,74,66,71,75,83,63,74,74,77,73,68,91,79,83,85,70,82,76,54,67,92,74,35,65,25,77,97,50
15-08-2013 14.00,76,87,89,60,94,95,9,28,85,79,58,72,69,53,67,62,55,63,55,88,63,69,86,62,81,59,48,57,92,57,34,62,23,78,95,46
15-08-2013 15.00,74,87,84,72,82,77,9,24,38,79,57,88,59,73,60,49,53,60,48,83,59,70,86,62,72,59,52,56,77,73,33,70,21,80,93,43
15-08-2013 16.00,69,71,80,68,77,68,7,20,49,52,57,67,52,94,46,78,71,64,48,83,48,70,69,71,67,76,52,55,59,64,33,70,22,80,93,43
15-08-2013 17.00,64,56,64,53,73,60,6,16,41,65,50,66,46,93,46,72,89,69,45,74,45,66,53,81,68,75,52,55,52,60,56,69,28,100,100,64
15-08-2013 18.00,72,64,54,60,70,73,6,15,41,65,39,75,39,77,43,72,89,74,45,74,43,75,68,81,77,75,52,53,62,56,56,74,34,100,100,64
15-08-2013 19.00,80,72,66,97,68,86,16,13,41,65,32,85,85,62,54,72,89,74,62,89,76,83,83,81,51,75,45,52,72,60,56,80,37,100,100,64
15-08-2013 20.00,79,67,72,97,61,76,14,16,38,46,36,73,81,59,52,76,82,71,59,94,73,91,76,86,50,69,43,53,59,64,74,69,41,100,100,73
15-08-2013 21.00,78,50,56,52,71,64,9,12,31,65,29,81,53,79,41,65,82,69,48,79,64,85,81,76,54,73,48,54,56,56,93,71,49,100,100,80
15-08-2013 22.00,75,45,63,38,73,53,6,16,26,46,33,69,41,88,36,69,75,66,47,78,63,89,74,74,55,68,49,53,60,56,93,74,66,100,100,89
15-08-2013 23.00,73,28,47,60,63,63,6,12,25,65,26,78,59,74,40,58,75,65,38,83,56,74,79,79,55,72,52,53,52,60,94,69,65,100,100,96
16-08-2013 0.00,75,47,54,60,63,73,6,11,25,65,28,81,94,58,46,58,75,65,40,88,61,88,79,84,62,72,77,60,56,60,94,69,65,100,100,96
16-08-2013 1.00,78,67,61,91,63,76,11,14,25,65,30,84,77,58,50,58,75,65,43,86,72,92,79,89,70,72,68,59,60,61,94,70,65,100,100,96
16-08-2013 2.00,80,66,68,89,75,79,10,15,30,64,39,71,85,58,56,79,81,63,44,84,78,96,78,91,78,75,84,61,66,62,94,72,63,100,100,96
16-08-2013 3.00,82,65,75,88,88,82,9,16,35,63,49,58,94,58,63,100,87,61,46,83,84,100,77,94,87,79,100,63,72,64,95,74,62,100,100,97
16-08-2013 4.00,84,64,82,89,86,86,10,17,40,62,59,61,92,55,71,100,87,59,48,88,90,100,82,94,89,83,100,65,70,62,96,70,59,100,100,98
16-08-2013 5.00,86,69,84,91,84,84,11,17,47,56,62,65,90,53,79,100,87,61,52,94,90,100,87,95,91,86,100,66,68,61,91,66,57,96,98,93
16-08-2013 6.00,88,75,86,93,82,83,12,17,55,51,65,69,88,51,87,100,87,63,56,100,90,100,93,95,93,89,100,68,67,60,86,62,54,92,96,88
16-08-2013 7.00,88,81,89,87,82,82,15,18,55,48,68,83,100,61,87,100,87,65,60,94,90,100,93,96,93,93,100,70,72,56,82,66,52,88,95,83
16-08-2013 8.00,77,97,89,100,88,90,22,22,63,66,71,83,94,69,87,93,87,72,64,100,91,100,88,95,87,100,100,73,76,60,55,66,49,73,84,60
16-08-2013 9.00,79,97,90,98,94,98,20,26,65,68,71,79,94,75,87,92,89,72,67,98,93,100,87,95,84,100,94,74,74,60,55,65,45,73,84,60
16-08-2013 10.00,81,90,90,96,92,94,18,30,67,70,73,75,94,81,87,91,92,73,66,97,89,100,87,91,81,98,88,72,72,60,52,64,41,72,83,57
16-08-2013 11.00,83,84,91,94,90,91,16,35,69,72,76,71,94,87,87,90,94,74,65,95,85,100,87,87,78,97,82,71,70,60,49,63,37,71,82,55
16-08-2013 12.00,85,78,91,93,88,88,15,40,71,74,78,67,94,94,87,89,97,75,64,94,81,100,87,83,76,96,77,70,68,60,46,62,33,70,81,52
16-08-2013 13.00,88,72,92,100,88,93,15,45,73,76,81,64,88,88,82,88,100,77,64,83,78,94,87,100,72,95,63,69,67,60,44,70,31,69,81,50
16-08-2013 14.00,93,93,92,93,88,88,14,47,48,43,75,60,78,94,77,83,79,66,59,78,64,84,83,93,63,80,60,62,68,60,41,70,24,72,84,46
16-08-2013 15.00,88,87,92,93,88,68,11,30,48,43,63,60,88,88,60,60,79,66,45,68,61,79,83,87,55,80,49,49,64,73,41,74,29,72,84,46
16-08-2013 16.00,88,82,70,93,82,82,9,26,48,43,49,59,83,90,64,56,79,66,45,53,56,70,83,74,45,80,43,43,60,60,41,74,29,72,84,46
16-08-2013 17.00,78,77,75,83,73,77,13,23,42,37,45,58,69,93,53,53,70,59,43,56,53,79,82,62,43,70,46,38,53,60,62,74,28,95,99,64
16-08-2013 18.00,68,80,65,88,72,50,18,22,49,47,44,66,88,93,50,67,76,67,43,53,46,79,69,66,46,67,40,42,46,60,64,78,23,100,100,67
16-08-2013 19.00,82,83,57,83,72,50,17,20,49,47,38,66,58,93,47,81,76,67,46,50,47,79,69,70,46,67,43,45,47,60,64,78,26,100,100,67
16-08-2013 20.00,82,76,52,88,69,50,16,18,34,37,34,61,49,88,47,73,70,65,43,57,47,79,49,88,46,65,41,46,49,60,93,74,29,100,100,91
16-08-2013 21.00,73,69,52,77,69,77,14,17,34,37,34,61,43,93,44,73,70,65,43,60,50,78,56,81,43,65,40,43,49,69,93,74,45,100,100,91
16-08-2013 22.00,73,72,56,88,69,47,12,15,34,37,54,61,41,83,41,73,70,65,46,64,53,83,60,74,40,65,46,44,49,69,93,74,61,100,100,91
16-08-2013 23.00,77,75,60,73,24,64,12,16,27,33,46,50,46,69,47,70,65,69,49,64,53,88,64,76,52,68,82,56,49,73,98,78,68,100,100,96
17-08-2013 0.00,88,75,64,82,73,81,13,15,27,33,42,50,55,58,56,70,65,69,72,72,58,100,88,78,67,68,87,56,56,73,98,78,68,100,100,96
17-08-2013 1.00,82,75,67,82,77,81,15,15,27,33,47,45,65,58,64,70,65,69,82,72,69,100,77,85,82,68,93,56,64,78,98,78,73,100,100,96
17-08-2013 2.00,88,85,71,82,82,84,16,19,44,37,68,54,69,54,60,73,87,92,75,72,77,100,77,92,82,77,93,77,68,78,91,83,48,100,100,99
17-08-2013 3.00,88,85,76,88,26,84,18,21,44,37,78,45,74,48,60,82,93,92,48,68,83,100,72,92,81,77,93,77,68,88,91,78,51,100,100,99
17-08-2013 4.00,88,85,81,88,63,84,20,22,35,37,78,51,69,48,64,87,93,92,50,64,87,100,72,92,87,77,100,71,72,94,91,74,48,100,100,99
17-08-2013 5.00,88,96,84,90,77,95,22,25,35,35,78,47,74,51,64,87,93,97,52,64,89,100,72,95,84,90,93,76,77,100,81,74,45,97,100,88
17-08-2013 6.00,88,96,87,93,88,95,27,27,40,45,80,50,83,57,64,100,87,97,56,82,91,100,77,95,82,90,100,79,77,100,81,66,43,97,100,88
17-08-2013 7.00,93,96,89,93,88,95,27,29,48,42,83,50,88,61,77,93,93,100,59,93,92,100,87,95,81,90,93,83,77,94,81,66,36,97,100,88
17-08-2013 8.00,93,93,89,93,88,96,37,29,55,48,84,50,94,69,72,100,93,99,61,88,93,100,93,95,87,96,93,85,82,94,59,62,30,79,86,61
17-08-2013 9.00,88,88,89,93,88,96,32,30,59,42,85,53,100,78,87,93,87,98,61,93,94,100,87,95,87,96,100,86,82,94,59,62,24,79,86,61
17-08-2013 10.00,93,88,91,82,88,96,39,32,59,48,88,83,94,86,82,93,93,98,63,100,95,100,93,94,87,96,93,90,82,94,59,66,21,79,86,61
17-08-2013 11.00,93,87,92,93,93,97,42,36,59,42,90,79,100,88,93,100,100,98,65,100,96,100,87,93,93,89,93,91,77,88,43,66,18,73,84,50
17-08-2013 12.00,93,92,92,93,93,97,42,39,61,57,90,75,100,88,87,94,100,98,66,93,98,100,87,92,82,89,77,85,77,83,43,70,16,73,84,50
17-08-2013 13.00,100,98,92,93,93,93,39,39,64,72,90,75,83,93,82,89,100,98,64,93,82,94,99,74,68,89,60,76,68,88,43,70,18,73,84,50
17-08-2013 14.00,100,94,93,77,93,86,28,40,40,48,84,88,66,90,72,81,76,98,60,88,70,94,99,66,63,73,56,60,68,88,34,70,23,77,88,46
17-08-2013 15.00,88,94,93,93,77,82,25,27,40,48,73,73,58,88,64,64,76,98,57,93,49,83,88,75,52,73,46,48,64,83,34,74,26,77,88,46
17-08-2013 16.00,82,82,90,82,82,53,20,20,40,48,63,59,46,93,56,82,76,98,50,88,68,83,91,85,49,73,41,40,68,73,34,78,29,77,88,46
17-08-2013 17.00,82,77,76,88,78,59,17,19,39,47,57,55,46,93,50,77,68,88,46,77,51,79,95,83,52,71,44,40,56,73,57,78,34,100,100,66
17-08-2013 18.00,88,69,60,73,74,88,17,18,39,21,92,55,44,93,49,77,68,88,44,77,49,70,95,83,46,71,38,47,60,73,57,78,25,100,100,66
17-08-2013 19.00,82,66,51,64,74,88,15,16,39,28,59,55,39,93,44,77,68,88,41,82,49,66,95,66,46,71,36,48,73,78,57,78,26,100,100,66
17-08-2013 20.00,73,64,46,47,70,85,15,16,28,35,44,74,41,94,38,44,61,78,38,82,43,58,91,63,53,68,44,46,60,83,94,78,30,100,100,88
17-08-2013 21.00,82,64,45,32,70,41,21,14,28,35,41,74,32,94,38,56,61,78,40,82,47,88,91,83,44,68,38,43,64,88,94,78,31,100,100,88
17-08-2013 22.00,82,64,42,34,70,60,14,13,28,35,38,74,100,83,47,68,61,78,39,82,46,100,64,83,49,68,64,40,53,88,94,78,64,100,100,88
17-08-2013 23.00,73,64,44,42,65,80,12,13,22,31,39,76,88,73,44,68,59,82,38,88,51,100,81,89,56,74,82,49,56,83,92,78,53,100,100,97
18-08-2013 0.00,64,64,47,36,32,80,13,12,22,31,31,76,88,69,49,68,59,82,41,88,59,88,93,89,72,74,93,53,52,88,92,83,42,100,100,97
18-08-2013 1.00,60,64,53,32,60,80,12,15,22,31,33,76,88,61,60,68,59,82,45,88,69,94,88,89,77,74,68,58,55,88,92,78,53,100,100,97
18-08-2013 2.00,68,66,61,46,69,82,12,18,40,39,45,91,88,58,68,68,72,89,47,82,74,100,88,92,87,89,87,60,52,88,97,78,64,100,100,99
18-08-2013 3.00,73,66,67,52,88,82,13,22,40,39,53,44,94,58,77,88,87,89,49,93,81,100,93,92,87,89,87,70,59,88,97,88,42,100,100,99
18-08-2013 4.00,77,66,74,59,88,82,14,20,27,39,55,50,100,65,77,87,87,83,52,88,86,100,100,92,87,89,93,70,63,100,97,78,42,100,100,99
18-08-2013 5.00,77,74,79,63,88,73,23,23,31,27,59,50,100,61,82,87,93,94,54,93,88,100,93,92,87,93,93,71,67,100,83,70,35,100,100,92
18-08-2013 6.00,82,74,82,77,93,93,22,25,33,33,65,53,100,61,87,93,93,92,57,93,90,100,88,92,82,93,93,76,67,100,83,66,32,100,100,92
18-08-2013 7.00,81,74,84,75,87,95,30,27,50,48,78,72,94,73,88,85,92,91,59,92,92,100,100,80,89,93,85,74,77,91,83,66,26,100,100,92
18-08-2013 8.00,80,76,98,73,81,98,37,30,33,49,82,72,89,86,89,77,91,88,81,93,91,100,100,88,97,79,89,77,88,92,60,55,36,83,89,64
18-08-2013 9.00,85,78,88,64,84,93,32,33,44,49,85,74,89,87,90,84,91,88,81,93,94,100,100,79,97,80,89,80,93,93,60,62,13,83,89,64
18-08-2013 10.00,90,86,99,80,68,98,42,37,48,49,86,76,87,87,89,75,92,89,81,94,94,100,93,77,97,78,89,78,96,94,60,66,12,83,89,64
18-08-2013 11.00,94,90,98,62,70,93,39,36,36,53,87,78,100,88,95,81,92,89,82,93,95,100,99,75,98,79,90,84,96,96,46,66,12,74,83,52
18-08-2013 12.00,93,93,87,65,72,93,32,36,39,53,88,80,85,89,92,84,93,89,81,90,97,100,99,74,98,73,80,75,95,81,46,70,12,74,83,52
18-08-2013 13.00,87,94,98,66,74,98,32,41,39,53,88,74,84,80,95,71,78,88,66,87,82,100,99,73,96,68,73,72,70,69,46,70,11,74,83,52
18-08-2013 14.00,85,82,98,67,75,95,22,38,34,42,80,77,76,94,64,80,64,81,58,91,70,95,95,66,66,75,71,63,71,60,37,70,12,77,87,48
18-08-2013 15.00,83,91,98,66,80,93,18,35,31,42,74,67,69,94,64,68,51,76,50,91,78,95,95,68,60,78,54,58,62,56,37,74,14,77,87,48
18-08-2013 16.00,80,82,97,65,58,69,16,28,36,42,63,50,60,88,64,53,44,70,49,95,78,95,95,71,57,76,71,47,54,51,37,79,17,77,87,48
18-08-2013 17.00,76,58,95,65,47,60,15,23,35,33,54,45,48,42,42,49,43,65,49,96,54,88,99,72,55,77,58,47,48,55,66,83,24,100,100,74
18-08-2013 18.00,72,52,92,74,46,85,14,21,30,33,44,44,51,43,56,48,40,63,45,96,68,70,99,65,54,66,40,45,48,54,66,83,22,100,100,74
18-08-2013 19.00,71,56,89,56,40,40,14,20,26,33,35,42,46,93,40,55,40,63,49,96,68,88,99,66,47,64,54,44,47,49,66,83,20,100,100,74
18-08-2013 20.00,67,46,87,52,34,43,11,19,24,24,31,37,41,38,38,64,41,74,41,96,38,89,96,73,46,58,53,47,54,49,92,78,20,100,100,91
18-08-2013 21.00,67,43,85,52,25,43,10,17,23,24,27,38,35,36,37,49,42,66,43,96,61,89,96,73,52,49,53,49,45,50,92,78,36,100,100,91
18-08-2013 22.00,70,40,84,47,26,44,9,15,23,24,28,37,28,47,37,64,45,52,40,96,61,89,96,62,56,52,53,50,41,53,92,78,53,100,100,91
18-08-2013 23.00,66,40,88,46,29,77,13,14,25,22,26,38,28,49,40,50,48,70,44,96,62,70,97,74,59,73,56,49,41,61,90,78,56,100,100,94
19-08-2013 0.00,65,41,90,44,29,77,12,14,26,22,30,42,31,52,40,62,52,66,47,96,62,100,97,76,62,73,56,54,56,70,90,78,33,100,100,94
19-08-2013 1.00,61,45,93,44,24,73,17,15,32,22,36,44,41,61,45,57,59,80,52,96,62,100,97,76,66,79,56,60,73,75,90,83,58,100,100,94
